gender,cgpa,attendance,internship,projects,communication,aptitude_score,coding_score,backlogs,extracurricular,placed
Female,5.55,71.03,Yes,1,Low,73,47,3,Yes,0
Female,7.47,73.21,Yes,3,Medium,40,67,1,Yes,0
Male,6.07,76.57,Yes,3,Medium,58,96,2,Yes,0
Male,8.36,77.35,Yes,3,High,53,92,1,Yes,1
Female,6.42,76.45,Yes,4,Medium,58,61,2,No,0
Male,7.36,80.15,Yes,5,High,62,91,1,No,1
Female,6.35,92.58,No,3,High,43,55,2,Yes,0
Male,7.86,92.77,No,2,Medium,73,51,1,No,0
Male,6.0,91.93,No,3,High,41,88,0,Yes,1
Female,5.6,64.04,Yes,5,Low,51,56,3,Yes,0
Female,5.72,91.99,Yes,5,Medium,62,60,1,No,0
Female,9.6,64.81,Yes,4,Low,95,90,3,Yes,1
Female,6.11,64.99,Yes,3,Low,82,46,1,No,0
Female,8.55,97.91,No,2,Medium,92,59,3,No,0
Female,5.79,92.78,Yes,4,Low,57,75,0,Yes,0
Female,5.97,82.1,No,4,Low,71,91,3,No,0
Male,7.69,95.0,No,3,Low,90,93,0,No,1
Male,7.5,99.57,Yes,3,Medium,56,80,3,Yes,0
Male,9.59,84.43,Yes,4,Low,70,99,1,Yes,1
Female,9.56,84.52,No,4,Medium,97,83,2,Yes,0
Female,8.85,90.18,No,4,Medium,75,52,3,Yes,0
Female,8.09,69.29,No,1,Medium,94,80,0,Yes,1
Male,7.46,66.68,No,4,Low,65,68,0,Yes,0
Female,7.03,90.38,Yes,5,Medium,51,82,3,Yes,0
Female,9.57,73.8,Yes,2,Medium,96,76,0,Yes,1
Male,8.09,65.4,Yes,2,Medium,74,98,0,Yes,1
Female,7.99,72.6,Yes,3,Medium,55,47,0,Yes,1
Male,6.5,74.35,Yes,4,Low,43,59,0,Yes,0
Male,5.7,98.61,Yes,2,Medium,67,83,3,Yes,0
Female,9.56,87.92,No,2,Low,77,95,1,Yes,1
Female,6.85,81.23,Yes,5,Medium,72,87,1,No,1
Female,7.4,98.75,Yes,5,Low,76,49,0,Yes,0
Male,5.99,96.13,Yes,1,High,49,54,2,Yes,0
Male,9.1,80.48,Yes,1,Medium,70,96,3,Yes,1
Male,5.62,96.23,Yes,2,High,53,51,3,Yes,0
Female,9.09,76.17,No,3,High,44,95,2,No,1
Female,6.1,69.22,No,2,High,49,95,3,Yes,0
Female,9.31,69.31,Yes,3,Low,64,85,2,No,1
Female,8.64,86.49,Yes,2,Medium,80,96,1,Yes,1
Male,6.21,80.04,No,5,Medium,84,84,1,Yes,0
Male,7.93,86.36,Yes,4,Medium,56,55,1,Yes,1
Male,6.84,87.44,Yes,2,Medium,90,81,1,No,1
Male,6.27,60.89,Yes,1,Low,59,47,0,Yes,0
Female,9.19,62.16,No,3,High,99,59,0,No,1
Female,7.24,81.31,Yes,3,High,72,53,3,Yes,0
Female,7.21,67.64,No,2,Medium,48,76,2,No,0
Male,6.23,85.3,Yes,3,Medium,89,65,2,Yes,0
Male,7.15,82.09,Yes,1,High,70,77,0,Yes,1
Female,9.25,83.43,No,5,Medium,44,92,2,Yes,0
Female,7.06,72.1,Yes,4,High,85,80,1,No,1
Male,9.59,85.59,Yes,4,High,68,84,2,Yes,1
Female,9.57,93.18,Yes,3,Medium,90,68,1,Yes,1
Male,6.12,99.92,Yes,2,Medium,86,52,3,Yes,0
Male,6.26,93.54,Yes,3,High,43,73,2,Yes,0
Male,9.21,82.3,No,1,Medium,70,61,1,Yes,0
Female,7.19,67.74,No,2,Low,43,84,3,Yes,0
Female,5.52,87.26,No,5,Medium,98,65,3,Yes,0
Male,6.68,97.51,No,1,Low,57,73,3,No,0
Female,8.07,68.47,No,5,High,98,98,2,No,1
Male,8.94,70.24,No,2,Medium,57,86,1,Yes,1
Male,6.07,65.96,No,5,Low,79,63,0,No,0
Male,5.98,89.47,Yes,1,High,73,95,0,No,1
Male,9.46,76.26,Yes,1,Medium,87,60,1,Yes,1
Female,8.73,62.51,No,3,Medium,53,70,3,Yes,0
Male,8.04,95.0,Yes,2,Low,65,51,0,No,1
Male,8.81,82.31,No,4,Medium,62,81,2,Yes,0
Female,7.34,73.24,Yes,4,Low,72,63,3,Yes,0
Male,8.76,73.76,Yes,5,Low,56,60,0,Yes,1
Male,7.1,71.61,No,4,Low,81,43,1,No,0
Female,6.55,78.22,Yes,4,Low,71,64,0,Yes,0
Female,8.63,73.48,No,1,Medium,87,47,2,No,0
Female,7.3,81.92,No,1,Medium,74,75,1,Yes,0
Male,9.72,90.94,No,1,Medium,90,73,0,Yes,0
Female,7.0,86.98,Yes,4,Medium,82,89,0,Yes,1
Female,9.46,71.78,Yes,5,High,96,89,0,Yes,1
Male,9.51,81.15,Yes,2,Low,69,85,3,No,1
Male,6.54,93.61,No,3,Medium,54,66,3,No,0
Male,8.93,62.73,Yes,5,High,89,67,2,Yes,1
Male,7.36,63.13,Yes,1,Low,91,68,0,No,0
Male,9.45,82.25,Yes,5,Medium,90,68,2,Yes,0
Female,7.44,85.56,Yes,2,Medium,46,49,1,Yes,0
Female,8.7,68.46,No,1,Low,45,83,2,No,0
Female,7.51,89.81,Yes,2,Low,48,71,3,Yes,0
Male,6.48,85.85,Yes,3,High,52,47,0,Yes,1
Male,6.36,96.93,No,5,Medium,79,93,3,Yes,0
Male,7.33,66.76,No,3,Medium,57,56,1,Yes,0
Female,8.75,90.05,No,4,High,74,51,3,Yes,0
Female,8.1,63.35,No,5,High,40,65,0,Yes,1
Male,8.46,82.61,Yes,4,Medium,63,91,3,Yes,1
Female,6.71,82.08,Yes,2,Medium,89,42,0,No,0
Male,7.57,75.54,No,4,Medium,75,81,2,No,0
Female,5.69,93.78,No,2,Medium,89,50,0,Yes,0
Female,9.02,60.17,No,3,Medium,55,53,2,Yes,0
Female,9.76,80.81,No,1,Low,57,46,1,Yes,0
Male,7.25,68.69,No,3,Low,42,65,1,Yes,0
Female,5.55,89.74,Yes,4,Medium,85,76,3,Yes,0
Female,6.23,61.72,Yes,2,High,81,72,1,Yes,1
Male,8.31,93.26,No,4,High,76,83,0,Yes,1
Female,8.13,93.52,No,1,Medium,47,87,3,No,0
Male,8.89,93.31,No,5,Medium,97,71,3,No,0
Male,6.59,66.1,No,5,Low,57,77,2,No,0
Male,8.78,85.22,Yes,5,Medium,68,59,0,No,1
Male,8.46,60.57,Yes,4,Medium,76,49,0,Yes,1
Male,6.89,93.92,Yes,5,Medium,66,54,2,No,0
Female,7.85,88.92,No,2,High,83,54,0,No,1
Male,6.13,81.25,Yes,1,Low,68,45,1,Yes,0
Male,7.45,89.22,Yes,3,Medium,43,94,2,No,0
Male,9.29,63.77,No,2,Medium,51,64,1,No,0
Male,7.31,81.15,Yes,1,Low,52,40,0,Yes,0
Female,9.11,71.65,No,3,Medium,53,45,3,No,0
Male,8.04,98.9,Yes,5,Medium,53,52,0,Yes,1
Female,6.33,94.28,Yes,3,High,90,50,1,No,1
Male,8.0,89.33,No,4,Low,49,63,3,No,0
Female,7.68,97.35,No,4,Medium,61,59,0,No,0
Male,7.21,73.87,Yes,5,High,48,65,0,Yes,1
Male,6.01,96.04,No,5,Medium,63,64,3,Yes,0
Female,7.29,73.01,Yes,2,Medium,89,91,2,Yes,0
Male,5.81,89.31,Yes,2,Medium,56,91,2,Yes,0
Female,5.92,89.46,Yes,4,Low,63,51,1,Yes,0
Male,7.29,60.73,No,1,High,44,85,3,No,0
Female,6.81,74.44,Yes,2,Low,73,48,0,Yes,0
Male,9.48,60.78,Yes,1,High,81,84,1,Yes,1
Male,7.12,99.88,No,4,Low,40,75,3,Yes,0
Female,8.76,64.89,Yes,2,Low,66,48,0,Yes,1
Male,7.78,81.71,Yes,1,Medium,79,72,2,Yes,0
Male,8.53,91.62,Yes,1,Medium,47,79,2,No,1
Male,6.62,68.05,No,2,High,45,73,0,No,0
Male,9.55,79.4,Yes,5,High,92,63,2,Yes,1
Male,7.78,84.3,No,3,Medium,44,92,2,Yes,0
Male,9.07,66.41,Yes,5,Low,93,84,0,Yes,1
Female,7.07,91.14,Yes,3,Medium,92,84,2,No,0
Female,5.93,71.97,No,1,High,57,72,0,No,0
Female,8.4,68.44,Yes,2,Medium,46,72,3,No,0
Male,5.53,82.33,No,4,Low,75,68,1,Yes,0
Female,7.54,76.41,Yes,2,Medium,94,77,3,Yes,1
Male,6.33,96.81,Yes,5,Medium,72,87,0,Yes,1
Male,8.2,95.2,Yes,3,Medium,93,88,1,Yes,1
Male,9.71,79.33,Yes,2,High,73,52,3,Yes,1
Male,7.5,74.37,Yes,3,Low,71,57,0,Yes,0
Female,9.02,73.02,Yes,5,High,90,98,0,Yes,1
Male,7.68,70.7,Yes,5,Low,42,74,3,Yes,0
Female,7.63,81.78,Yes,2,Medium,97,86,0,Yes,1
Male,9.5,92.2,Yes,4,Medium,40,98,0,Yes,1
Female,9.33,72.43,Yes,4,High,60,98,3,Yes,1
Female,8.88,67.6,Yes,3,Low,52,41,0,Yes,1
Female,6.77,79.02,Yes,2,High,47,64,3,Yes,0
Female,7.84,62.76,Yes,1,High,83,97,1,Yes,1
Female,6.46,88.05,No,5,Low,69,99,2,No,0
Female,7.41,80.73,No,3,High,47,45,0,No,0
Male,7.58,79.85,Yes,5,Medium,97,64,1,Yes,1
Female,9.08,72.02,Yes,3,High,99,92,1,No,1
Male,9.35,96.19,Yes,2,High,66,59,0,Yes,1
Female,7.28,63.62,No,3,High,78,99,3,Yes,0
Male,5.58,94.79,Yes,3,Medium,62,53,0,Yes,0
Female,9.21,75.07,Yes,1,High,47,89,3,Yes,1
Female,6.25,95.22,Yes,3,Medium,95,43,0,Yes,0
Male,8.17,89.15,No,4,Medium,54,47,1,Yes,0
Female,5.61,64.17,No,3,Medium,92,73,0,Yes,0
Female,7.22,93.26,Yes,3,High,46,67,0,No,1
Female,9.74,87.29,Yes,2,Medium,51,95,2,No,1
Male,5.93,61.29,No,3,Medium,89,41,1,Yes,0
Female,7.32,65.35,Yes,1,Medium,75,56,0,No,0
Male,6.82,85.43,Yes,2,High,77,43,1,Yes,1
Female,9.39,86.5,No,5,Medium,82,94,3,Yes,0
Female,9.24,89.87,Yes,4,High,69,87,0,Yes,1
Male,6.52,88.81,Yes,4,Low,49,73,0,No,0
Female,5.85,86.38,Yes,5,High,58,66,1,Yes,1
Female,8.2,90.65,No,3,Medium,57,58,1,No,0
Male,6.95,83.0,Yes,1,Medium,83,67,1,Yes,0
Female,8.39,70.43,No,1,Medium,88,77,1,No,1
Male,5.64,96.5,Yes,1,Low,59,73,2,No,0
Male,6.07,60.73,No,1,Medium,41,71,1,No,0
Male,8.45,74.66,No,3,High,69,80,0,Yes,1
Female,6.41,89.15,Yes,5,High,90,70,0,No,1
Male,9.19,77.09,Yes,5,Medium,83,45,3,Yes,0
Male,5.75,60.99,No,4,High,97,45,1,Yes,0
Female,6.43,62.64,No,5,High,82,67,1,No,0
Male,9.79,85.95,Yes,1,Medium,86,47,1,Yes,1
Female,7.36,98.59,No,3,Medium,82,40,1,Yes,0
Female,8.52,82.07,Yes,2,Medium,50,55,1,Yes,1
Female,6.29,80.27,Yes,2,Low,61,81,0,No,1
Female,8.12,72.73,No,1,High,81,58,2,Yes,0
Male,8.62,70.27,Yes,4,Low,58,57,3,Yes,0
Male,6.85,60.84,Yes,2,Medium,42,69,1,No,0
Male,9.06,70.92,No,1,High,43,55,1,Yes,1
Male,8.09,77.96,No,3,High,74,72,1,Yes,1
Male,7.17,67.92,No,2,Low,86,98,1,Yes,0
Female,7.9,63.49,No,1,Medium,77,67,2,Yes,0
Male,7.98,88.71,No,2,Medium,48,86,2,No,0
Male,6.21,95.78,Yes,3,High,47,55,0,No,1
Male,7.23,97.47,Yes,5,High,73,50,3,Yes,0
Female,6.98,84.72,Yes,5,Low,90,45,1,Yes,0
Female,7.22,62.11,Yes,3,Medium,86,53,1,Yes,0
Male,8.77,89.63,No,3,Low,70,87,0,Yes,1
Female,7.57,64.4,Yes,5,High,79,75,3,Yes,1
Male,9.54,86.79,Yes,3,Low,58,61,3,Yes,0
Male,6.76,91.17,No,3,High,76,79,0,Yes,1
Female,7.29,89.03,Yes,3,Low,71,62,1,Yes,0
Female,8.88,98.08,Yes,5,High,83,70,2,Yes,1
Male,7.85,89.53,Yes,5,Low,98,67,0,Yes,1
Male,7.85,87.73,No,2,Medium,83,58,1,Yes,0
Female,5.73,70.47,Yes,5,Medium,67,90,1,Yes,1
Male,7.21,96.99,Yes,2,Low,80,61,1,Yes,0
Female,6.66,67.18,Yes,5,Low,57,40,0,Yes,0
Male,9.8,96.2,Yes,4,Low,64,42,0,Yes,1
Female,6.83,72.51,Yes,2,Low,49,47,0,No,0
Male,9.3,65.21,No,3,Low,44,52,1,No,0
Male,8.41,93.07,Yes,4,Medium,54,90,0,No,1
Female,6.97,60.1,Yes,5,High,64,40,1,Yes,1
Male,7.84,93.28,No,5,High,59,68,2,Yes,0
Male,9.11,70.49,No,4,Low,95,52,2,Yes,0
Female,9.3,95.39,Yes,1,Low,95,81,2,Yes,1
Male,6.19,87.66,Yes,3,High,90,68,3,Yes,0
Male,6.96,86.65,No,2,Medium,92,69,3,Yes,0
Male,6.94,74.61,Yes,4,Low,49,55,0,Yes,0
Female,5.68,62.38,Yes,2,Medium,88,99,3,Yes,0
Female,8.07,93.2,Yes,5,Low,77,80,1,No,1
Female,9.18,66.84,Yes,1,Low,80,73,3,Yes,0
Male,7.14,74.89,No,1,High,67,94,0,Yes,1
Male,8.68,84.01,Yes,2,Low,88,79,2,No,1
Male,8.2,79.29,Yes,5,High,89,42,1,Yes,1
Male,7.12,67.95,No,1,High,85,68,2,Yes,0
Female,6.11,65.62,Yes,3,High,94,69,1,No,1
Male,8.55,64.93,Yes,5,Medium,45,94,0,No,1
Male,9.17,94.52,Yes,4,Low,97,97,1,Yes,1
Male,8.45,61.26,No,4,Medium,50,91,3,No,0
Female,5.58,99.08,Yes,4,Medium,58,73,2,Yes,0
Male,6.43,67.94,No,3,High,55,43,1,Yes,0
Male,5.8,64.41,Yes,5,Low,71,87,3,Yes,0
Male,7.95,83.08,No,2,High,41,47,1,Yes,1
Male,8.75,63.2,No,2,Medium,78,86,3,Yes,0
Male,5.98,84.1,No,5,High,97,87,3,Yes,0
Female,9.1,94.03,Yes,3,Medium,65,57,3,Yes,0
Male,7.89,61.92,Yes,5,Medium,60,61,2,Yes,0
Male,8.47,91.99,Yes,2,High,77,49,2,No,1
Male,9.68,75.78,Yes,5,Low,54,90,2,Yes,1
Male,5.86,66.38,Yes,4,Low,96,53,3,Yes,0
Male,9.38,67.04,Yes,5,Medium,52,90,2,Yes,1
Male,6.04,96.75,No,1,Medium,46,93,1,Yes,0
Male,7.19,64.42,No,5,Low,91,85,3,No,0
Male,9.16,94.67,Yes,2,Low,98,70,1,Yes,1
Male,9.4,81.77,Yes,2,Low,96,74,2,Yes,0
Male,7.68,61.56,No,2,High,42,85,1,Yes,1
Female,8.05,78.58,Yes,4,Medium,54,41,2,Yes,0
Female,8.55,92.7,Yes,2,High,59,41,1,Yes,1
Female,9.08,89.05,Yes,1,Medium,97,74,0,Yes,1
Female,6.02,79.55,Yes,5,High,42,73,1,No,1
Male,8.98,94.4,No,3,Medium,97,68,3,Yes,0
Female,7.57,64.81,No,2,Medium,66,45,2,No,0
Female,7.44,96.4,Yes,5,Medium,54,43,3,Yes,0
Male,7.32,93.86,Yes,4,Low,99,40,0,Yes,0
Female,7.69,88.33,Yes,5,High,42,74,0,No,1
Female,9.56,92.72,No,2,High,67,87,3,Yes,1
Male,7.86,81.75,No,2,Medium,86,86,2,Yes,0
Male,9.6,87.01,Yes,2,High,40,65,2,Yes,1
Male,6.28,82.42,No,1,Medium,92,68,1,Yes,0
Female,8.61,74.22,Yes,5,Medium,59,50,1,No,1
Female,8.99,82.75,Yes,3,High,50,90,0,Yes,1
Male,8.42,70.3,No,1,Medium,64,43,3,Yes,0
Male,8.11,77.61,Yes,3,Medium,43,61,1,Yes,1
Female,7.93,71.23,Yes,2,Medium,58,72,1,No,1
Male,9.2,64.92,No,3,Medium,93,73,1,Yes,0
Female,9.03,72.87,Yes,3,Low,99,70,0,Yes,1
Male,6.03,94.08,Yes,1,Low,67,49,1,No,0
Male,9.15,75.24,Yes,1,High,49,74,1,Yes,1
Female,7.28,89.92,Yes,5,Medium,98,92,2,No,0
Male,6.59,67.01,Yes,3,Low,60,98,0,Yes,1
Male,9.24,76.98,Yes,1,High,75,67,2,No,1
Male,7.36,64.59,No,5,Low,55,62,0,No,0
Female,8.98,65.54,No,3,Low,72,88,2,Yes,0
Male,6.63,84.7,Yes,3,High,98,51,2,Yes,0
Male,5.52,84.3,Yes,2,High,84,68,2,No,0
Male,7.63,68.53,No,1,Low,90,41,2,Yes,0
Male,5.93,78.98,No,4,High,85,52,1,Yes,0
Male,8.74,94.53,Yes,1,High,52,75,3,Yes,1
Male,6.69,66.97,No,2,Medium,68,86,1,Yes,0
Female,7.41,60.77,Yes,5,Medium,43,65,1,Yes,0
Female,5.87,86.08,No,1,Low,81,56,2,No,0
Male,6.73,62.14,Yes,3,Low,66,82,0,No,1
Female,8.86,99.2,No,4,Medium,47,72,0,No,0
Female,6.15,84.38,Yes,5,High,80,98,3,Yes,1
Male,8.28,78.82,No,1,Medium,85,96,2,Yes,0
Female,9.44,77.2,Yes,5,Low,47,61,2,No,0
Female,8.42,82.92,Yes,3,Low,64,41,3,Yes,0
Female,8.99,63.62,No,4,Medium,65,49,1,Yes,0
Female,5.97,97.2,No,3,Medium,40,78,2,No,0
Female,6.58,85.03,No,4,Low,82,65,3,Yes,0
Female,9.35,67.36,Yes,5,Medium,87,69,1,Yes,1
Female,8.57,82.5,No,1,High,72,61,1,Yes,1
Female,8.25,65.33,No,4,Low,58,50,2,Yes,0
Male,8.35,60.7,Yes,3,Low,59,61,0,No,1
Male,7.28,85.22,Yes,4,Low,57,63,3,Yes,0
Female,5.69,85.94,No,5,High,65,97,0,Yes,1
Female,8.87,83.35,No,5,Medium,78,68,3,Yes,0
Male,8.42,67.34,No,5,Medium,48,90,2,Yes,0
Female,7.53,84.14,No,1,High,66,49,1,No,1
Female,9.37,62.26,No,5,Medium,45,73,1,Yes,0
Male,6.95,84.37,No,1,Low,59,85,0,Yes,0
Male,6.77,82.16,No,2,Medium,77,64,1,Yes,0
Male,9.25,86.21,No,4,Medium,40,60,0,Yes,0
Female,8.93,95.82,No,3,Low,77,93,2,No,0
Female,7.71,94.01,Yes,1,Low,55,98,3,Yes,1
Male,6.06,99.23,Yes,1,Medium,43,78,2,Yes,0
Male,6.42,99.05,Yes,3,High,42,52,1,No,1
Female,8.32,90.89,No,4,Low,61,41,2,Yes,0
Male,7.16,98.26,Yes,5,Medium,48,98,2,Yes,0
Female,9.1,94.69,Yes,4,High,95,45,1,Yes,1
Female,9.58,89.1,Yes,1,Low,95,99,1,No,1
Male,8.96,63.02,No,5,Medium,96,40,0,Yes,0
Male,7.12,61.96,No,2,Medium,93,96,3,Yes,0
Female,8.89,93.5,No,3,Low,47,67,2,Yes,0
Male,7.01,79.59,Yes,4,High,46,61,2,Yes,0
Male,6.22,92.58,Yes,5,High,51,50,1,Yes,1
Male,5.64,72.52,Yes,3,High,40,78,3,Yes,1
Male,7.16,75.91,Yes,4,Low,93,99,2,No,0
Female,9.39,88.01,No,1,High,51,44,0,Yes,1
Female,6.53,96.61,Yes,1,Medium,55,57,0,No,0
Female,6.39,63.51,Yes,1,Low,53,59,1,Yes,0
Female,9.67,94.46,Yes,2,Low,69,51,2,No,0
Male,5.61,91.72,Yes,1,High,82,60,0,Yes,1
Male,8.88,72.62,Yes,1,Medium,91,66,2,Yes,0
Female,6.88,74.21,Yes,1,High,58,97,1,Yes,1
Female,5.66,61.86,Yes,5,Low,58,89,1,Yes,1
Male,9.45,60.63,Yes,3,High,52,80,3,No,1
Female,6.1,79.08,Yes,2,Low,83,73,2,Yes,0
Female,7.87,63.82,No,4,Low,49,57,0,No,0
Male,6.68,67.76,No,2,High,86,73,1,Yes,0
Female,5.78,93.87,Yes,3,Low,68,41,2,No,0
Male,5.71,82.84,No,1,Medium,67,92,2,Yes,0
Male,6.0,85.35,No,1,High,52,53,0,Yes,0
Female,5.81,67.5,Yes,4,High,84,78,1,Yes,1
Male,8.77,93.15,Yes,2,Medium,95,40,3,Yes,0
Female,7.59,94.72,Yes,2,Medium,54,67,2,Yes,0
Male,6.97,80.93,Yes,4,Medium,56,80,1,No,1
Female,7.3,96.5,No,2,Low,62,66,3,No,0
Female,9.49,93.79,Yes,2,Low,82,69,1,No,1
Female,9.42,89.25,No,2,Medium,49,61,1,No,0
Male,8.58,89.36,Yes,4,Medium,75,51,2,Yes,0
Male,9.3,64.22,No,4,Low,88,40,2,No,0
Female,6.87,70.83,No,3,Low,53,72,0,Yes,0
Male,7.14,62.67,No,2,Medium,71,80,0,Yes,0
Female,8.14,60.35,No,3,Medium,73,87,1,Yes,1
Female,8.18,66.33,Yes,5,Medium,70,96,2,Yes,1
Male,7.57,95.22,No,5,Low,78,88,1,Yes,1
Female,7.22,69.59,Yes,2,High,71,40,2,No,0
Male,9.74,98.81,No,1,High,55,44,3,No,0
Female,9.03,83.89,Yes,5,Low,65,87,2,No,1
Male,7.37,69.49,Yes,1,Low,56,44,1,No,0
Female,8.63,79.89,No,3,High,61,46,0,Yes,1
Female,6.66,68.76,Yes,2,High,75,59,2,Yes,0
Male,5.93,99.36,Yes,3,Low,74,65,1,Yes,0
Female,7.02,93.89,Yes,3,Low,62,88,3,Yes,0
Female,7.23,61.05,No,4,Low,64,45,0,No,0
Male,5.57,97.91,No,2,Medium,44,65,0,Yes,0
Female,9.0,88.84,No,4,High,45,42,3,No,0
Male,7.04,63.3,No,3,High,94,78,2,Yes,0
Female,8.0,86.83,Yes,1,Medium,65,53,3,Yes,0
Male,5.82,85.88,Yes,2,High,99,88,1,Yes,1
Female,6.25,68.75,No,2,Low,77,53,3,Yes,0
Female,9.33,90.34,No,5,Medium,45,59,0,Yes,0
Female,8.12,63.48,Yes,1,Medium,58,97,2,Yes,1
Male,9.59,79.58,Yes,1,Low,82,83,1,Yes,1
Male,9.79,60.4,Yes,3,Low,58,48,2,Yes,0
Male,7.1,98.75,Yes,3,Medium,85,97,3,Yes,0
Male,6.78,90.06,Yes,3,High,86,45,3,Yes,0
Female,9.19,66.35,Yes,5,Medium,70,41,1,Yes,1
Female,9.79,73.67,Yes,1,Low,76,77,3,No,1
Male,8.21,66.42,Yes,4,Low,62,80,2,Yes,1
Male,8.92,90.66,No,1,Low,51,82,3,Yes,0
Male,8.86,62.36,No,4,Low,52,72,2,Yes,0
Female,7.03,93.62,Yes,2,Medium,61,83,3,No,0
Male,7.97,97.69,Yes,4,Low,89,44,1,Yes,1
Male,9.08,87.07,No,2,High,42,52,2,Yes,0
Female,8.46,68.52,Yes,3,High,51,95,1,Yes,1
Female,5.59,74.4,No,1,Medium,76,54,0,No,0
Male,6.95,79.09,Yes,3,Medium,70,84,0,No,1
Female,6.12,84.18,No,1,Low,52,94,3,Yes,0
Male,6.5,86.75,Yes,4,Medium,62,97,2,Yes,0
Female,9.39,82.17,Yes,1,High,52,73,3,Yes,1
Male,5.66,74.05,No,4,Medium,45,95,1,No,0
Male,6.45,95.64,No,1,Low,87,48,3,No,0
Male,6.83,63.26,Yes,2,High,97,65,0,Yes,1
Male,8.15,78.65,No,4,Medium,42,69,1,Yes,0
Female,7.8,91.02,Yes,3,Medium,46,95,0,Yes,1
Female,6.44,62.43,No,3,Medium,92,99,1,No,0
Female,6.21,88.21,Yes,3,Low,49,61,1,No,0
Female,6.52,92.79,Yes,3,Medium,70,64,0,No,0
Male,7.66,86.43,No,2,Medium,43,79,3,Yes,0
Male,6.67,60.52,Yes,2,High,83,43,0,Yes,1
Female,9.57,67.21,Yes,5,Low,45,86,2,Yes,1
Female,7.49,73.68,Yes,5,Medium,57,67,1,No,0
Female,5.75,69.35,Yes,5,High,46,93,2,No,1
Female,8.64,98.51,No,5,Low,73,76,0,Yes,1
Female,6.91,86.06,Yes,1,High,62,49,0,Yes,1
Male,8.31,71.88,No,4,Low,47,48,3,No,0
Male,6.7,97.19,Yes,3,Low,89,98,1,No,1
Male,7.95,89.62,Yes,1,Medium,63,75,3,Yes,0
Female,8.82,71.38,Yes,2,High,67,40,1,Yes,1
Female,9.49,75.16,No,3,Low,84,69,0,Yes,0
Female,6.62,67.98,Yes,4,Medium,94,50,2,Yes,0
Female,6.94,98.84,Yes,4,Low,42,64,1,Yes,0
Male,7.5,80.69,Yes,2,Low,52,50,1,Yes,0
Male,9.49,95.84,No,3,Medium,78,80,2,Yes,0
Female,9.38,73.86,Yes,5,Medium,72,94,0,Yes,1
Male,5.89,94.43,No,3,Low,89,44,0,No,0
Male,6.07,62.16,Yes,3,Medium,92,66,0,No,0
Female,7.63,99.28,Yes,4,High,55,62,3,Yes,1
Female,5.96,96.48,Yes,2,Low,50,96,0,Yes,1
Female,6.99,74.53,Yes,3,Medium,68,58,2,Yes,0
Female,6.14,90.99,Yes,1,Low,64,92,3,Yes,0
Female,8.23,90.09,No,1,Medium,56,42,0,Yes,0
Female,9.58,96.05,Yes,2,High,76,47,1,No,1
Male,9.79,72.29,Yes,5,High,45,87,1,Yes,1
Male,7.11,78.62,Yes,3,Low,85,98,1,Yes,1
Female,8.08,94.6,Yes,3,Medium,53,88,2,Yes,1
Male,9.18,91.14,Yes,4,Medium,58,75,2,Yes,0
Female,6.01,75.74,No,3,High,76,94,1,Yes,1
Female,8.47,93.83,Yes,5,High,89,54,3,No,1
Female,7.26,61.88,No,3,Medium,82,52,0,Yes,0
Female,6.39,91.28,Yes,3,High,95,69,0,No,1
Male,7.23,68.27,Yes,4,High,51,80,0,Yes,1
Female,5.83,71.44,Yes,1,Medium,58,49,0,No,0
Male,8.49,79.73,Yes,1,Medium,60,98,1,No,1
Female,6.59,77.99,Yes,5,Medium,68,73,0,Yes,0
Female,6.84,80.82,Yes,2,Medium,67,69,2,No,0
Female,6.02,81.79,Yes,2,Medium,56,64,0,Yes,0
Male,9.22,73.26,No,4,Medium,92,45,3,No,0
Female,7.62,67.01,Yes,3,Low,88,94,0,Yes,1
Female,7.96,90.74,No,4,High,96,91,3,No,1
Female,7.95,76.0,Yes,1,High,41,76,1,No,1
Male,7.27,80.23,No,5,Low,45,56,3,No,0
Male,6.33,85.79,Yes,2,High,64,75,0,No,1
Male,8.7,96.39,Yes,3,Medium,58,79,3,Yes,1
Female,6.05,88.3,No,2,Medium,45,71,1,Yes,0
Male,5.95,61.82,Yes,1,Medium,40,61,1,Yes,0
Female,8.55,93.54,Yes,3,Medium,85,94,0,Yes,1
Male,6.4,99.57,Yes,1,Medium,94,72,1,Yes,0
Male,6.82,78.9,Yes,2,High,73,94,3,Yes,1
Female,7.54,98.78,No,2,Medium,60,61,2,No,0
Male,7.43,81.89,No,1,Medium,60,75,1,No,0
Female,8.55,78.38,No,3,Medium,83,57,3,No,0
Female,8.18,73.26,No,1,High,88,67,1,No,1
Male,8.27,86.3,Yes,3,Low,66,52,0,Yes,1
Female,8.57,69.19,Yes,4,Medium,62,57,0,Yes,1
Female,6.76,64.2,No,4,High,75,62,1,No,0
Male,6.89,61.09,Yes,3,High,75,74,2,Yes,0
Male,7.38,71.7,Yes,1,High,71,57,2,Yes,0
Female,6.82,75.83,Yes,3,Low,78,49,3,Yes,0
Male,9.74,82.08,No,2,High,97,90,3,Yes,1
Female,9.0,71.71,Yes,1,High,84,97,1,Yes,1
Female,6.21,99.36,No,3,High,56,41,3,No,0
Male,5.52,71.67,Yes,2,Medium,53,53,1,No,0
Male,5.68,77.64,Yes,5,Low,61,71,1,No,0
Male,6.55,64.13,No,2,Medium,56,98,1,Yes,0
